show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s513,Movie,Percy Jackson & The Olympians: The Lightning Thief,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan",2010,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,disney,119,min
s514,TV Show,Secrets of Wild India,David Attenborough,2012,1 Season,"Animals & Nature, Docuseries, Family",'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes.,disney,1,Season
s515,TV Show,The Greeks,Toby Moore,2016,1 Season,"Docuseries, Historical","Quite simply, the Greeks created our world.",disney,1,Season
s516,TV Show,Wild Hawaii,JK Simmons,2014,1 Season,"Animals & Nature, Docuseries, Family",National Geographic takes us on an untamed journey to Hawaii's remarkable lands.,disney,1,Season
s517,Movie,Women Of Impact: Changing The World,Julianna Margulies,2019,44 min,"Documentary, Historical",How will you make the world a better place? Hear stories of the amazing women changing our world.,disney,44,min
s518,Movie,"Maggie Simpson in ""The Longest Daycare""",sin dato,2012,5 min,"Animation, Comedy","In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare.",disney,5,min
s519,Movie,Mickey and the Seal,sin dato,1948,7 min,"Animation, Family",Mickey and Pluto get into trouble with a mischievous seal.,disney,7,min
s520,TV Show,The Evermoor Chronicles,"Naomi Sequeira, Finney Cassidy, Georgia Lock, Jordan Loughran, George Sear, Georgie Farmer",2015,2 Seasons,"Coming of Age, Fantasy, Mystery",Tara is trying to settle into a strange village.,disney,2,Seasons
s521,Movie,The Moon-Spinners,"Hayley Mills, Joan Greenwood, Michael Davis, Irene Papas, Paul Stassino, Eli Wallach",1964,119 min,"Crime, Drama, Mystery",A teen finds romance and searches for stolen gems during her vacation.,disney,119,min
s522,TV Show,Doc McStuffins,"Kiara Muhammad, Jaden Betts, Jess Harnell, Kimberly Brooks, Lara Miller, Loretta Devine",2011,5 Seasons,"Animation, Kids, Medical",Doc McStuffins has a clinic for toys in her playhouse.,disney,5,Seasons
s523,Movie,Fantastic Mr. Fox,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson",2009,88 min,"Animation, Comedy, Crime",Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen.,disney,88,min
s524,Movie,"Hello, Dolly!","Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",1969,147 min,"Comedy, Musical, Romance",Matchmaker Dolly Levi orchestrates the love lives of her friends while trying to figure out her own.,disney,147,min
s525,TV Show,Marvel's Future Avengers,"英司 花輪, 一博 中谷, 康之 加瀬, 健一郎 松田, かおり 水橋, 史絵 水沢",2017,2 Seasons,"Action-Adventure, Animation, Anime",Teenagers train to become superheroes.,disney,2,Seasons
s526,Movie,Out,"Bernadette Sullivan, Kyle McDaniel, Caleb Cabrera, Matthew Martin",2020,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air.",disney,12,min
s527,TV Show,The Big Fib,sin dato,2019,1 Season,"Family, Game Show / Competition",The Big Fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert.,disney,1,Season
s528,Movie,The Boys: The Sherman Brothers' Story,sin dato,2009,102 min,"Biographical, Documentary, Music","A journey through the lives of the prolific, award-winning songwriting duo.",disney,102,min
s529,TV Show,It's a Dog's Life with Bill Farmer,Bill Farmer,2020,1 Season,"Animals & Nature, Docuseries, Family","As the voice of Goofy and Pluto, Bill Farmer crosses the country meeting dogs doing incredible work!",disney,1,Season
s530,Movie,Maleficent: Mistress of Evil,"Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein",2019,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.,disney,121,min
s531,Movie,Star Wars: The Rise of Skywalker (Episode IX),"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",2019,142 min,"Action-Adventure, Family, Science Fiction",The landmark Skywalker saga comes to a conclusion.,disney,142,min
s532,Movie,John Carter,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West",2012,134 min,"Action-Adventure, Family, Fantasy",A former military captain is inexplicably transported to Barsoom (Mars).,disney,134,min
s533,TV Show,Awesome Animals,sin dato,2017,1 Season,"Animals & Nature, Docuseries, Family",National Geographic Kids presents a natural history series just for kids.,disney,1,Season
s534,TV Show,Birth of Europe,Mark Halliley,2014,1 Season,Docuseries,Birth of Europe reveals the extraordinary story of how Europe has been created by Nature’s forces.,disney,1,Season
s535,Movie,Bride of Boogedy,"Richard Masur, Mimi Kennedy, Tammy Lauren, David Faustino, Joshua Rudoy, Leonard Frey",1987,93 min,"Action-Adventure, Family, Fantasy","Mr. Boogedy returns, and will not stop until he get his revenge.",disney,93,min
s536,TV Show,Buried Secrets Of The Bible With Albert Lin,Albert Lin,2019,1 Season,"Action-Adventure, Docuseries, Historical",Albert Lin investigates two great stories of the Bible.,disney,1,Season
s537,TV Show,Disney Prop Culture,Daniel Lanigan,2020,1 Season,Docuseries,"Collector Dan Lanigan reunites iconic Disney movie props with filmmakers, actors, and crew.",disney,1,Season
s538,Movie,George of the Jungle,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",1997,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",disney,93,min
s539,Movie,Homeward Bound II: Lost in San Francisco,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",1996,90 min,"Action-Adventure, Animals & Nature, Family",Three lost pets must navigate through San Francisco to find their way home.,disney,90,min
s540,Movie,Homeward Bound: The Incredible Journey,"Robert Hays, Kim Greist, Jean Smart, Veronica Lauren, Kevin Chevalia, Benj Thall",1993,85 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat embark on a great American journey to find their owners.,disney,85,min
s541,Movie,How to Play Baseball,sin dato,1942,8 min,"Animation, Family, Sports",Goofy teaches you all about this all-American pastime.,disney,8,min
s542,Movie,In Beaver Valley,Winston Hibler,1950,32 min,"Animals & Nature, Documentary, Family",A young male beaver races to build his new family a home before winter. See details for advisory.,disney,32,min
s543,TV Show,Lost Treasures Of Egypt,Rick Robles,2018,1 Season,"Docuseries, Historical","An immersive, discovery-led series following teams of archaeologists in Egypt.",disney,1,Season
s544,TV Show,Love & Vets,Mallory Kasdan,2017,1 Season,"Animals & Nature, Docuseries, Family",We watch as doctors Will and Fran divide and conquer to treat the steady flow of claw-clad patients.,disney,1,Season
s545,Movie,Nature's Half Acre,Winston Hibler,1951,33 min,"Animals & Nature, Documentary, Family",The strange and wonderful world that lies beneath our feet. See details for advisory.,disney,33,min
s546,TV Show,Prairie Dog Manor,Kevin Conway,2019,1 Season,"Animals & Nature, Docuseries, Reality",Each episode takes the audience on a first-person journey following a few of the prairie dogs.,disney,1,Season
s547,Movie,Prowlers of the Everglades,sin dato,1953,32 min,"Animals & Nature, Documentary","A primeval reptile stalks its prey in ""the swamp that time forgot."" See details for advisory.",disney,32,min
s548,Movie,The Princess Bride,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant",1987,99 min,"Action-Adventure, Comedy, Family",A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale.,disney,99,min
s549,TV Show,United States Of Animals,Quincy Dunn-Baker,2015,1 Season,"Animals & Nature, Docuseries, Family",United States of Animals takes you on a fascinating journey across the United States.,disney,1,Season
s550,TV Show,Unlikely Animal Friends,Mark Keller,2012,3 Seasons,"Animals & Nature, Docuseries, Family",This series reveals the stories of unlikely duos that have struck up unusual relationships.,disney,3,Seasons
s551,Movie,Water Birds,Winston Hibler,1952,31 min,"Animals & Nature, Documentary, Family",Experience the beauty and variety of majestic water birds. See details for advisory.,disney,31,min
s552,Movie,National Treasure,"Nicolas Cage, Jon Voight, Harvey Keitel, Diane Kruger, Sean Bean, Justin Bartha",2004,132 min,"Action-Adventure, Mystery, Thriller",A treasure hunter must steal America's most sacred and guarded document.,disney,132,min
s553,Movie,Born Wild: The Next Generation,Robin Roberts,2020,44 min,"Animals & Nature, Documentary",BORN WILD: THE NEXT GENERATION gives viewers a look at our planet’s next generation of baby animals.,disney,44,min
s554,TV Show,America's Funniest Home Videos,Tom Bergeron,1989,9 Seasons,"Comedy, Family, Fantasy",Home videos compete for cash prizes. Program is presented as originally created.,disney,9,Seasons
s555,Movie,The Olympic Elk,Winston Hibler,1952,27 min,"Animals & Nature, Documentary, Family",Olympic elk trek toward the fertile grazing grounds of Mount Olympus. See details for advisory.,disney,27,min
s556,TV Show,Tangled: The Series,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",2016,3 Seasons,"Action-Adventure, Animation, Comedy",Rapunzel must discover the secret of her hair.,disney,3,Seasons
s557,Movie,Jane Goodall: The Hope,Jane Goodall,2020,89 min,"Biographical, Documentary",Jane Goodall continues her lifetime of activism by continuously spreading a message of hope.,disney,89,min
s558,TV Show,Brain Games,Neil Harris,2011,8 Seasons,"Docuseries, Family, Game Show / Competition",Brain Games features games & experiments revealing the science of how your brain works.,disney,8,Seasons
s559,TV Show,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",2017,2 Seasons,"Action-Adventure, Animation, Buddy",Chip and Dale set off on nutty adventures!,disney,2,Seasons
s560,Movie,Let's Stick Together,sin dato,1952,7 min,"Animation, Family","Spike, an old honey bee, recounts working with Donald in the good ol' days.",disney,7,min
s561,Movie,Pluto's Purchase,"Pinto Colvig, James MacDonald",1948,7 min,"Animation, Family",Pluto is in for a surprise when Mickey sends him to buy a salami. See details for advisory.,disney,7,min
s562,TV Show,Tron Uprising,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",2011,1 Season,"Action-Adventure, Animation, Kids","Inside the computer world of the grid, Beck becomes the unlikely leader of a revolution.",disney,1,Season
s563,Movie,A Celebration of the Music from Coco,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",2020,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.,disney,48,min
s564,TV Show,Disney Playtime with Puppy Dog Pals (Shorts),sin dato,2017,2 Seasons,"Animation, Kids",Come play with the Puppy Dog Pals!,disney,2,Seasons
s565,Movie,"Maggie Simpson in ""Playdate with Destiny""",sin dato,2020,5 min,"Animation, Comedy",A heroic baby saves Maggie Simpson from playground peril – and steals her heart.,disney,5,min
s566,TV Show,Paradise Islands,Michael Izqueirdo,2017,1 Season,"Animals & Nature, Docuseries, Family",The islands that lie between Asia and Australia can claim to be the biologically richest on earth.,disney,1,Season
s567,TV Show,Tut's Treasures: Hidden Secrets,Mark Bazeley,2018,1 Season,"Docuseries, Historical",The pharaoh’s priceless grave goods are being reunited for the first time since their discovery.,disney,1,Season
s568,Movie,A Tale of Two Critters,Mayf Nutter,1977,48 min,"Animals & Nature, Family",A bear cub and a raccoon become fast friends. See details for advisory.,disney,48,min
s569,Movie,All in a Nutshell,sin dato,1949,7 min,"Animation, Family",Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory.,disney,7,min
s570,Movie,Disneynature Penguins,Ed Helms,2019,77 min,"Animals & Nature, Documentary, Family",Steve the penguin embarks on an epic quest to find love and start a family.,disney,77,min
s571,Movie,Diving with Dolphins,Celine Cousteau,2020,79 min,"Animals & Nature, Documentary, Family",Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version.,disney,79,min
s572,Movie,Dolphin Reef,Natalie Portman,2018,78 min,"Animals & Nature, Documentary, Family",A playful young dolphin named Echo must master his vital role in the coral reef community.,disney,78,min
s573,Movie,Don's Fountain of Youth,sin dato,1953,6 min,"Animation, Family",Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory.,disney,6,min
s574,Movie,Donald's Dog Laundry,sin dato,1940,9 min,"Animation, Family",Donald entices Pluto to try his mechanical dog washer. See details for advisory.,disney,9,min
s575,Movie,Double Dribble,sin dato,1946,8 min,"Animation, Family, Sports",Goofy explores the wonderful world of basketball. See details for advisory.,disney,8,min
s576,Movie,Dragon Around,sin dato,1954,7 min,"Animation, Family",Chip and Dale defend their home against Donald's dragon-like steam shovel. See details for advisory.,disney,7,min
s577,Movie,Elephant,"Meghan,  The Duchess of Sussex",2020,89 min,"Animals & Nature, Documentary, Family",African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.,disney,89,min
s578,Movie,Elmer Elephant,"Jeanie Roberts, Pinto Colvig, Hal Rees, Leone Ledoux, Carlisle Tupper, Gay Seabrook",1936,8 min,"Animation, Family",An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory.,disney,8,min
s579,TV Show,Fish Hooks,"Chelsea Kane, Kyle Massey, Justin Roiland",2010,3 Seasons,"Animation, Comedy, Coming of Age","Milo, Bea and Oscar are three BFFs, best fish friends.",disney,3,Seasons
s580,Movie,How To Play Football,Pinto Colvig,1944,9 min,"Animation, Family, Parody",Goofy demonstrates the game of football. See details for advisory.,disney,9,min
s581,Movie,In the Footsteps of Elephant,Jeremy Sisto,2020,88 min,"Animals & Nature, Documentary, Family",Filmmakers capture an epic journey through the Kalahari Desert for Disneynature’s “Elephant.”,disney,88,min
s582,Movie,"Lambert, The Sheepish Lion",Sterling Holloway,1952,8 min,"Animation, Family",A mix-up finds a little lion cub in the care of a gentle flock of sheep.,disney,8,min
s583,Movie,On Ice,"Pinto Colvig, Walt Disney, Marcellite Garner",1935,9 min,"Animation, Comedy, Family",Mickey and friends enjoy skating on a frozen river. See details for advisory.,disney,9,min
s584,Movie,Onward,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",2020,103 min,"Action-Adventure, Animation, Comedy",Two elf brothers embark on an extraordinary quest in Disney and Pixar’s ONWARD!,disney,103,min
s585,Movie,Out of Scale,sin dato,1951,8 min,"Animation, Family","Donald declares Chip n Dale's tree ""out of scale"" for his train set. See details for advisory.",disney,8,min
s586,Movie,Penguins: Life on the Edge,Blair Underwood,2020,78 min,"Animals & Nature, Documentary, Family",A witty and tenacious team of filmmakers brave the Antarctic to film Disneynature’s “Penguins.”,disney,78,min
s587,Movie,Pluto's Party,"Jimmy MacDonald, Pinto Colvig",1952,8 min,"Animation, Family",It's Pluto's birthday party!,disney,8,min
